dtime, time, flightTimeRemaining,acceleration, acceleration(2), acceleration(3),orientation(1), orientation(2), orientation(3),quad_pos(1), quad_pos(2), quad_pos(3),path_pos(1), path_pos(2), path_pos(3),path_psi,omega_psi,controls(1), controls(2), controls(3), controls(4),vbat,path_psi, error_psi
  0.05496836,   1.65200996,  38.34799004,  -0.08544922,  -0.07617188,   0.88061523,  -2.09480739,   0.34602806,   1.79322469,   1.99882249,   0.05623664,  -0.27430744,   2.01100000,   0.06088404,  -0.44282538,   0.00000000,  -0.07824419, 46181.76231928,  -1.72773986,  -5.40575415,  -4.48306173,   3.13548374,   0.00000000,  -0.03129768
  0.05596519,   1.70797515,  38.29202485,  -0.00854492,   0.02441406,   1.11645508,  -1.88248479,   2.50565267,   1.98293567,   2.01605605,   0.05055983,  -0.26563916,   2.01100000,   0.06088404,  -0.43163234,   0.00000000,  -0.08652189, 45539.26746868,  -1.87596982,  -6.64010918,  -4.95733917,   3.13548374,   0.00000000,  -0.03460876
  0.05596662,   1.76394176,  38.23605824,  -0.07275391,  -0.03637695,   0.94726563,  -1.79389143,   4.08488750,   2.05955958,   2.03391019,   0.04957163,  -0.25116155,   2.01100000,   0.06088404,  -0.42043902,   0.00000000,  -0.08986524, 44282.80074014,  -0.23750886,  -7.54381241,  -5.14889896,   3.14604092,   0.00000000,  -0.03594610
  0.05996919,   1.82391095,  38.17608905,  -0.03051758,   0.05029297,   1.16967773,  -1.47958291,   4.43825769,   2.04148793,   2.04593407,   0.04960073,  -0.23892186,   2.01100000,   0.06088404,  -0.40844518,   0.00000000,  -0.08907672, 44723.64602729,   0.21564075,  -5.32090944,  -5.10371983,   3.14604092,   0.00000000,  -0.03563069
  0.05496621,   1.87887716,  38.12112284,  -0.04809570,   0.02001953,   1.00805664,  -0.96145731,   5.48643827,   2.12166071,   2.05302820,   0.04973256,  -0.22733950,   2.01100000,   0.06088404,  -0.39745194,   0.00000000,  -0.09257491, 44531.26554816,   0.29401389,  -4.04807610,  -5.30415177,   3.17243385,   0.00000000,  -0.03702996
  0.05696082,   1.93583798,  38.06416202,   0.00830078,   0.02807617,   1.10595703,  -0.36062267,   5.71971750,   2.19278932,   2.05927587,   0.04987757,  -0.21546728,   2.01100000,   0.06088404,  -0.38605977,   0.00000000,  -0.09567848, 44518.21784412,   0.29956136,  -3.81352345,  -5.48197329,   3.17243385,   0.00000000,  -0.03827139
  0.05696583,   1.99280381,  38.00719619,   0.00805664,   0.06518555,   1.16137695,   0.13682254,   4.66772604,   2.25655222,   2.05992724,   0.04989243,  -0.19825304,   2.01100000,   0.06088404,  -0.37466661,   0.00000000,  -0.09846066, 43221.84176514,   0.33110958,  -1.87037129,  -5.64138055,   3.17243385,   0.00000000,  -0.03938427
  0.05696630,   2.04977012,  37.95022988,   0.00854492,   0.01879883,   1.09082031,   0.32747042,   4.24590206,   2.31267309,   2.05768339,   0.04983795,  -0.18920013,   2.01100000,   0.06088404,  -0.36327335,   0.00000000,  -0.10090940, 44930.79533114,   0.32869008,  -0.72722967,  -5.78168273,   3.17771244,   0.00000000,  -0.04036376
  0.05496645,   2.10473657,  37.89526343,   0.02294922,   0.04003906,   1.07348633,   0.46206030,   3.75560331,   2.43651772,   2.05407504,   0.04975053,  -0.17748904,   2.01100000,   0.06088404,  -0.35228006,   0.00000000,  -0.10631314, 44243.25200528,   0.33779491,  -0.12870939,  -6.09129429,   3.17771244,   0.00000000,  -0.04252526
  0.05696607,   2.16170263,  37.83829737,   0.01464844,   0.01782227,   1.00122070,   0.47831243,   2.60291362,   2.59709096,   2.04472250,   0.04952401,  -0.16441092,   2.01100000,   0.06088404,  -0.34088684,   0.00000000,  -0.11331947, 44032.02550976,   0.38168891,   2.13387150,  -6.49272740,   3.17243385,   0.00000000,  -0.04532779
