dtime, time, flightTimeRemaining,acceleration, acceleration(2), acceleration(3),orientation(1), orientation(2), orientation(3),quad_pos(1), quad_pos(2), quad_pos(3),path_pos(1), path_pos(2), path_pos(3),path_psi,omega_psi,controls(1), controls(2), controls(3), controls(4),vbat,path_psi, error_psi
  0.05596685,   3.53287816,  36.46712184,   0.03442383,   0.04418945,   1.13330078,   0.43671599,  -0.12811972,   1.72461843,   2.32218580,   0.15326245,   0.04697309,   2.34900000,   0.15645777,  -0.07571320,   0.00000000,  -0.07525068, 44979.91919346,   2.00486435,  -0.45344737,  -4.31154609,   3.46275663,   0.00000000,  -0.03010027
  0.05696535,   3.58984351,  36.41015649,  -0.01513672,   0.01245117,   1.11157227,   1.17127895,   0.34108981,   2.64069104,   2.32747524,   0.14933815,   0.05436286,   2.34900000,   0.15645777,  -0.06432013,   0.00000000,  -0.11522188, 45200.41459825,  -1.21201743,  -1.30735170,  -6.60172760,   3.46275663,   0.00000000,  -0.04608875
  0.05596638,   3.64580989,  36.35419011,  -0.00927734,   0.01489258,   1.02246094,   0.51888859,   0.36753634,   3.42572451,   2.32795801,   0.15366359,   0.06142802,   2.34900000,   0.15645777,  -0.05312685,   0.00000000,  -0.14947543, 45279.50286546,   1.93926000,   0.23718794,  -8.56431127,   3.46275663,   0.00000000,  -0.05979017
  0.05596709,   3.70177698,  36.29822302,   0.01318359,   0.04101563,   1.05126953,   0.64935791,   0.58751643,   4.07891273,   2.33106378,   0.15500449,   0.07398182,   2.34900000,   0.15645777,  -0.04193343,   0.00000000,  -0.17797614, 44049.55974384,   0.83996287,  -0.74321513, -10.19728184,   3.46275663,   0.00000000,  -0.07119046
  0.05696702,   3.75874400,  36.24125600,   0.01367188,   0.02197266,   1.16918945,   0.57688552,   0.77324462,   4.59892845,   2.33106217,   0.15522083,   0.07698203,   2.34900000,   0.15645777,  -0.03054003,   0.00000000,  -0.20066611, 46194.22659702,   0.48743463,   0.42703674, -11.49732113,   3.45747805,   0.00000000,  -0.08026644
  0.06695867,   3.82570267,  36.17429733,   0.00610352,   0.02929688,   1.16333008,   0.97765809,   0.50193965,   5.01290226,   2.33420784,   0.16111417,   0.08893992,   2.34900000,   0.15645777,  -0.01714829,   0.00000000,  -0.21872912, 44717.01819863,   2.28137661,  -0.75603123, -12.53225565,   3.47331381,   0.00000000,  -0.08749165
  0.05696511,   3.88266778,  36.11733222,  -0.02294922,   0.00390625,   0.96240234,   1.04714274,   0.47433421,   5.30941105,   2.33485792,   0.15688673,   0.09681520,   2.34900000,   0.15645777,  -0.00575527,   0.00000000,  -0.23166676, 45196.28404324,  -1.06708382,   0.27004731, -13.27352762,   3.47331381,   0.00000000,  -0.09266670
  0.06196237,   3.94463015,  36.05536985,   0.02148438,   0.10498047,   1.15649414,   0.94606030,   0.37893692,   5.42295456,   2.33576399,   0.16136442,   0.10420630,   2.34900000,   0.15645777,   0.00663720,   0.00000000,  -0.23662103, 45488.91165036,   1.98770794,  -0.09878260, -13.55738640,   3.45747805,   0.00000000,  -0.09464841
  0.05896688,   4.00359702,  35.99640298,  -0.01513672,  -0.00048828,   0.99047852,   1.26190114,   0.49801916,   5.38745070,   2.33673573,   0.16248781,   0.11678540,   2.34900000,   0.15645777,   0.01843058,   0.00000000,  -0.23507188, 44311.84142955,   0.96289474,  -0.05360300, -13.46862674,   3.45747805,   0.00000000,  -0.09402875
  0.05696440,   4.06056142,  35.93943858,   0.00390625,   0.02148438,   1.12915039,   0.74472785,   0.29697815,   5.22617579,   2.33772317,   0.16274717,   0.12514872,   2.34900000,   0.15645777,   0.02982346,   0.00000000,  -0.22803494, 45131.18319472,   0.65656311,  -0.05824368, -13.06543946,   3.45219946,   0.00000000,  -0.09121397
  0.05596614,   4.11652756,  35.88347244,  -0.04003906,  -0.01733398,   0.94921875,   1.04788256,   0.23633152,   4.98047686,   2.34101649,   0.16300781,   0.13261261,   2.34900000,   0.15645777,   0.04101668,   0.00000000,  -0.21731430, 45330.11712323,   0.58555077,  -0.96684205, -12.45119214,   3.45747805,   0.00000000,  -0.08692572
  0.06096315,   4.17749071,  35.82250929,   0.02514648,   0.08886719,   1.20117188,   1.09437907,   0.13228333,   4.60498476,   2.33870419,   0.16285175,   0.13972798,   2.34900000,   0.15645777,   0.05320931,   0.00000000,  -0.20093037, 45579.89760326,   0.60412083,   1.05939190, -11.51246190,   3.45747805,   0.00000000,  -0.08037215
  0.05596781,   4.23345852,  35.76654148,  -0.03540039,  -0.02246094,   0.93286133,   0.80561465,   0.29220894,   4.14139605,   2.33889804,   0.16286593,   0.15214249,   2.34900000,   0.15645777,   0.06440288,   0.00000000,  -0.18070249, 44280.13211049,   0.61260101,   0.23282351, -10.35349011,   3.45219946,   0.00000000,  -0.07228100
